,uid,label_id,path,label_num
5009,9a7c1f83,11,../../Data/train/audio/four/9a7c1f83_nohash_5.wav,9
38739,c1d39ce8,1,../../Data/train/audio/no/c1d39ce8_nohash_0.wav,0
22469,7c1d8533,11,../../Data/train/audio/eight/7c1d8533_nohash_2.wav,6
52346,c1d39ce8,11,../../Data/train/audio/bed/c1d39ce8_nohash_0.wav,0
45258,c120e80e,9,../../Data/train/audio/go/c120e80e_nohash_6.wav,1
3836,d0faf7e4,11,../../Data/train/audio/four/d0faf7e4_nohash_4.wav,7
39221,7c1d8533,5,../../Data/train/audio/right/7c1d8533_nohash_1.wav,6
1842,9a7c1f83,11,../../Data/train/audio/happy/9a7c1f83_nohash_1.wav,9
32624,c1d39ce8,0,../../Data/train/audio/yes/c1d39ce8_nohash_9.wav,0
36356,c120e80e,11,../../Data/train/audio/one/c120e80e_nohash_4.wav,1
48814,c1d39ce8,11,../../Data/train/audio/seven/c1d39ce8_nohash_7.wav,0
56737,d0faf7e4,11,../../Data/train/audio/nine/d0faf7e4_nohash_1.wav,7
14422,c120e80e,4,../../Data/train/audio/left/c120e80e_nohash_3.wav,1
55997,9a7c1f83,11,../../Data/train/audio/nine/9a7c1f83_nohash_1.wav,9
20653,7c1d8533,11,../../Data/train/audio/eight/7c1d8533_nohash_3.wav,6
56410,cb2929ce,11,../../Data/train/audio/nine/cb2929ce_nohash_0.wav,3
20808,cb8f8307,11,../../Data/train/audio/eight/cb8f8307_nohash_0.wav,2
58766,7c1d8533,6,../../Data/train/audio/on/7c1d8533_nohash_0.wav,6
11429,7c1d8533,11,../../Data/train/audio/three/7c1d8533_nohash_4.wav,6
43320,9a7c1f83,8,../../Data/train/audio/stop/9a7c1f83_nohash_3.wav,9
47644,cb2929ce,2,../../Data/train/audio/up/cb2929ce_nohash_4.wav,3
33747,c1d39ce8,0,../../Data/train/audio/yes/c1d39ce8_nohash_4.wav,0
47674,28ce0c58,2,../../Data/train/audio/up/28ce0c58_nohash_5.wav,4
35766,c120e80e,11,../../Data/train/audio/one/c120e80e_nohash_6.wav,1
38248,28ce0c58,1,../../Data/train/audio/no/28ce0c58_nohash_2.wav,4
32148,d0faf7e4,0,../../Data/train/audio/yes/d0faf7e4_nohash_7.wav,7
39939,c1d39ce8,5,../../Data/train/audio/right/c1d39ce8_nohash_5.wav,0
40439,e7ea8b76,5,../../Data/train/audio/right/e7ea8b76_nohash_3.wav,5
27818,c1d39ce8,11,../../Data/train/audio/sheila/c1d39ce8_nohash_1.wav,0
62377,28ce0c58,11,../../Data/train/audio/two/28ce0c58_nohash_2.wav,4
23291,7c1d8533,11,../../Data/train/audio/five/7c1d8533_nohash_1.wav,6
36349,c1d39ce8,11,../../Data/train/audio/one/c1d39ce8_nohash_0.wav,0
34134,bdee441c,11,../../Data/train/audio/one/bdee441c_nohash_0.wav,8
21975,7c1d8533,11,../../Data/train/audio/eight/7c1d8533_nohash_4.wav,6
50938,c1d39ce8,11,../../Data/train/audio/bed/c1d39ce8_nohash_1.wav,0
35088,28ce0c58,11,../../Data/train/audio/one/28ce0c58_nohash_4.wav,4
3824,c1d39ce8,11,../../Data/train/audio/four/c1d39ce8_nohash_1.wav,0
33823,9a7c1f83,0,../../Data/train/audio/yes/9a7c1f83_nohash_3.wav,9
40545,28ce0c58,5,../../Data/train/audio/right/28ce0c58_nohash_5.wav,4
18392,bdee441c,7,../../Data/train/audio/off/bdee441c_nohash_4.wav,8
15076,28ce0c58,11,../../Data/train/audio/cat/28ce0c58_nohash_1.wav,4
39317,cb2929ce,5,../../Data/train/audio/right/cb2929ce_nohash_8.wav,3
31488,cb8f8307,11,../../Data/train/audio/zero/cb8f8307_nohash_1.wav,2
14302,d0faf7e4,4,../../Data/train/audio/left/d0faf7e4_nohash_2.wav,7
17332,cb2929ce,7,../../Data/train/audio/off/cb2929ce_nohash_3.wav,3
49331,9a7c1f83,11,../../Data/train/audio/seven/9a7c1f83_nohash_2.wav,9
24079,28ce0c58,11,../../Data/train/audio/five/28ce0c58_nohash_3.wav,4
48271,28ce0c58,2,../../Data/train/audio/up/28ce0c58_nohash_0.wav,4
22183,c120e80e,11,../../Data/train/audio/eight/c120e80e_nohash_6.wav,1
50441,9a7c1f83,11,../../Data/train/audio/seven/9a7c1f83_nohash_3.wav,9
14278,bdee441c,4,../../Data/train/audio/left/bdee441c_nohash_4.wav,8
46819,d0faf7e4,2,../../Data/train/audio/up/d0faf7e4_nohash_1.wav,7
16912,c1d39ce8,7,../../Data/train/audio/off/c1d39ce8_nohash_7.wav,0
5178,cb2929ce,11,../../Data/train/audio/four/cb2929ce_nohash_4.wav,3
49710,c1d39ce8,11,../../Data/train/audio/seven/c1d39ce8_nohash_2.wav,0
7674,bdee441c,11,../../Data/train/audio/six/bdee441c_nohash_0.wav,8
24612,e7ea8b76,11,../../Data/train/audio/five/e7ea8b76_nohash_4.wav,5
19168,e7ea8b76,11,../../Data/train/audio/house/e7ea8b76_nohash_0.wav,5
13280,d0faf7e4,4,../../Data/train/audio/left/d0faf7e4_nohash_3.wav,7
7171,d0faf7e4,11,../../Data/train/audio/bird/d0faf7e4_nohash_0.wav,7
11279,c1d39ce8,11,../../Data/train/audio/three/c1d39ce8_nohash_3.wav,0
60585,9a7c1f83,6,../../Data/train/audio/on/9a7c1f83_nohash_6.wav,9
29713,c1d39ce8,11,../../Data/train/audio/zero/c1d39ce8_nohash_6.wav,0
8181,cb2929ce,11,../../Data/train/audio/six/cb2929ce_nohash_0.wav,3
59833,bdee441c,6,../../Data/train/audio/on/bdee441c_nohash_1.wav,8
47902,bdee441c,2,../../Data/train/audio/up/bdee441c_nohash_4.wav,8
42106,cb2929ce,8,../../Data/train/audio/stop/cb2929ce_nohash_3.wav,3
36759,cb8f8307,1,../../Data/train/audio/no/cb8f8307_nohash_6.wav,2
35066,cb8f8307,11,../../Data/train/audio/one/cb8f8307_nohash_2.wav,2
8834,28ce0c58,11,../../Data/train/audio/six/28ce0c58_nohash_3.wav,4
57204,c1d39ce8,11,../../Data/train/audio/nine/c1d39ce8_nohash_3.wav,0
58828,cb8f8307,6,../../Data/train/audio/on/cb8f8307_nohash_7.wav,2
33052,c1d39ce8,0,../../Data/train/audio/yes/c1d39ce8_nohash_3.wav,0
20079,d0faf7e4,11,../../Data/train/audio/house/d0faf7e4_nohash_0.wav,7
57341,7c1d8533,11,../../Data/train/audio/nine/7c1d8533_nohash_4.wav,6
56233,d0faf7e4,11,../../Data/train/audio/nine/d0faf7e4_nohash_4.wav,7
547,9a7c1f83,11,../../Data/train/audio/wow/9a7c1f83_nohash_0.wav,9
56831,d0faf7e4,11,../../Data/train/audio/nine/d0faf7e4_nohash_3.wav,7
54379,cb8f8307,11,../../Data/train/audio/tree/cb8f8307_nohash_0.wav,2
13717,c1d39ce8,4,../../Data/train/audio/left/c1d39ce8_nohash_2.wav,0
43995,cb8f8307,9,../../Data/train/audio/go/cb8f8307_nohash_3.wav,2
16707,c120e80e,7,../../Data/train/audio/off/c120e80e_nohash_0.wav,1
36783,c1d39ce8,1,../../Data/train/audio/no/c1d39ce8_nohash_1.wav,0
41959,9a7c1f83,8,../../Data/train/audio/stop/9a7c1f83_nohash_0.wav,9
35544,7c1d8533,11,../../Data/train/audio/one/7c1d8533_nohash_4.wav,6
42156,d0faf7e4,8,../../Data/train/audio/stop/d0faf7e4_nohash_3.wav,7
57842,bdee441c,11,../../Data/train/audio/nine/bdee441c_nohash_4.wav,8
12830,c1d39ce8,4,../../Data/train/audio/left/c1d39ce8_nohash_7.wav,0
64000,cb2929ce,11,../../Data/train/audio/marvin/cb2929ce_nohash_1.wav,3
39109,cb8f8307,5,../../Data/train/audio/right/cb8f8307_nohash_0.wav,2
24909,bdee441c,11,../../Data/train/audio/five/bdee441c_nohash_2.wav,8
61114,cb2929ce,11,../../Data/train/audio/two/cb2929ce_nohash_8.wav,3
60150,c120e80e,6,../../Data/train/audio/on/c120e80e_nohash_2.wav,1
244,c1d39ce8,11,../../Data/train/audio/wow/c1d39ce8_nohash_1.wav,0
16969,28ce0c58,7,../../Data/train/audio/off/28ce0c58_nohash_1.wav,4
58791,e7ea8b76,6,../../Data/train/audio/on/e7ea8b76_nohash_0.wav,5
9927,28ce0c58,11,../../Data/train/audio/six/28ce0c58_nohash_0.wav,4
49652,c1d39ce8,11,../../Data/train/audio/seven/c1d39ce8_nohash_3.wav,0
43485,c120e80e,8,../../Data/train/audio/stop/c120e80e_nohash_4.wav,1
47743,cb8f8307,2,../../Data/train/audio/up/cb8f8307_nohash_5.wav,2
56502,c1d39ce8,11,../../Data/train/audio/nine/c1d39ce8_nohash_8.wav,0
39354,cb2929ce,5,../../Data/train/audio/right/cb2929ce_nohash_0.wav,3
10509,cb2929ce,11,../../Data/train/audio/three/cb2929ce_nohash_0.wav,3
45738,cb8f8307,9,../../Data/train/audio/go/cb8f8307_nohash_1.wav,2
3791,cb8f8307,11,../../Data/train/audio/four/cb8f8307_nohash_0.wav,2
44045,c1d39ce8,9,../../Data/train/audio/go/c1d39ce8_nohash_7.wav,0
20445,c1d39ce8,11,../../Data/train/audio/house/c1d39ce8_nohash_0.wav,0
1978,c120e80e,11,../../Data/train/audio/happy/c120e80e_nohash_0.wav,1
14473,cb8f8307,4,../../Data/train/audio/left/cb8f8307_nohash_1.wav,2
23445,7c1d8533,11,../../Data/train/audio/five/7c1d8533_nohash_5.wav,6
39359,28ce0c58,5,../../Data/train/audio/right/28ce0c58_nohash_1.wav,4
25769,28ce0c58,3,../../Data/train/audio/down/28ce0c58_nohash_1.wav,4
50044,e7ea8b76,11,../../Data/train/audio/seven/e7ea8b76_nohash_4.wav,5
3773,c120e80e,11,../../Data/train/audio/four/c120e80e_nohash_0.wav,1
12232,c120e80e,11,../../Data/train/audio/three/c120e80e_nohash_4.wav,1
42256,cb2929ce,8,../../Data/train/audio/stop/cb2929ce_nohash_2.wav,3
9883,c120e80e,11,../../Data/train/audio/six/c120e80e_nohash_4.wav,1
16836,7c1d8533,7,../../Data/train/audio/off/7c1d8533_nohash_1.wav,6
10462,c1d39ce8,11,../../Data/train/audio/three/c1d39ce8_nohash_7.wav,0
5773,c1d39ce8,11,../../Data/train/audio/four/c1d39ce8_nohash_0.wav,0
14298,7c1d8533,4,../../Data/train/audio/left/7c1d8533_nohash_2.wav,6
27783,c120e80e,11,../../Data/train/audio/sheila/c120e80e_nohash_0.wav,1
22538,bdee441c,11,../../Data/train/audio/eight/bdee441c_nohash_2.wav,8
34353,c120e80e,11,../../Data/train/audio/one/c120e80e_nohash_0.wav,1
56196,cb8f8307,11,../../Data/train/audio/nine/cb8f8307_nohash_6.wav,2
18124,cb2929ce,7,../../Data/train/audio/off/cb2929ce_nohash_4.wav,3
42712,cb8f8307,8,../../Data/train/audio/stop/cb8f8307_nohash_4.wav,2
9357,e7ea8b76,11,../../Data/train/audio/six/e7ea8b76_nohash_4.wav,5
48616,cb2929ce,11,../../Data/train/audio/seven/cb2929ce_nohash_5.wav,3
28878,d0faf7e4,11,../../Data/train/audio/sheila/d0faf7e4_nohash_0.wav,7
43642,c120e80e,9,../../Data/train/audio/go/c120e80e_nohash_7.wav,1
16931,7c1d8533,7,../../Data/train/audio/off/7c1d8533_nohash_0.wav,6
61553,c1d39ce8,11,../../Data/train/audio/two/c1d39ce8_nohash_9.wav,0
48415,9a7c1f83,11,../../Data/train/audio/seven/9a7c1f83_nohash_1.wav,9
12390,bdee441c,4,../../Data/train/audio/left/bdee441c_nohash_0.wav,8
3463,28ce0c58,11,../../Data/train/audio/happy/28ce0c58_nohash_0.wav,4
60679,e7ea8b76,11,../../Data/train/audio/two/e7ea8b76_nohash_1.wav,5
36757,cb2929ce,1,../../Data/train/audio/no/cb2929ce_nohash_5.wav,3
38150,c120e80e,1,../../Data/train/audio/no/c120e80e_nohash_1.wav,1
4038,cb2929ce,11,../../Data/train/audio/four/cb2929ce_nohash_0.wav,3
39299,c1d39ce8,5,../../Data/train/audio/right/c1d39ce8_nohash_7.wav,0
58324,e7ea8b76,6,../../Data/train/audio/on/e7ea8b76_nohash_1.wav,5
13784,7c1d8533,4,../../Data/train/audio/left/7c1d8533_nohash_4.wav,6
39243,cb8f8307,5,../../Data/train/audio/right/cb8f8307_nohash_3.wav,2
40342,cb8f8307,5,../../Data/train/audio/right/cb8f8307_nohash_4.wav,2
14599,c120e80e,4,../../Data/train/audio/left/c120e80e_nohash_4.wav,1
64708,28ce0c58,11,../../Data/train/audio/marvin/28ce0c58_nohash_0.wav,4
44103,cb2929ce,9,../../Data/train/audio/go/cb2929ce_nohash_0.wav,3
61613,9a7c1f83,11,../../Data/train/audio/two/9a7c1f83_nohash_2.wav,9
4844,cb2929ce,11,../../Data/train/audio/four/cb2929ce_nohash_1.wav,3
49786,7c1d8533,11,../../Data/train/audio/seven/7c1d8533_nohash_4.wav,6
18208,d0faf7e4,7,../../Data/train/audio/off/d0faf7e4_nohash_0.wav,7
17768,cb2929ce,7,../../Data/train/audio/off/cb2929ce_nohash_1.wav,3
45693,9a7c1f83,9,../../Data/train/audio/go/9a7c1f83_nohash_3.wav,9
21871,cb2929ce,11,../../Data/train/audio/eight/cb2929ce_nohash_1.wav,3
371,7c1d8533,11,../../Data/train/audio/wow/7c1d8533_nohash_0.wav,6
8553,c120e80e,11,../../Data/train/audio/six/c120e80e_nohash_8.wav,1
24971,c120e80e,11,../../Data/train/audio/five/c120e80e_nohash_3.wav,1
4043,28ce0c58,11,../../Data/train/audio/four/28ce0c58_nohash_1.wav,4
39170,9a7c1f83,5,../../Data/train/audio/right/9a7c1f83_nohash_7.wav,9
24654,28ce0c58,11,../../Data/train/audio/five/28ce0c58_nohash_2.wav,4
3995,e7ea8b76,11,../../Data/train/audio/four/e7ea8b76_nohash_5.wav,5
9590,d0faf7e4,11,../../Data/train/audio/six/d0faf7e4_nohash_2.wav,7
29859,e7ea8b76,11,../../Data/train/audio/zero/e7ea8b76_nohash_0.wav,5
45859,c120e80e,9,../../Data/train/audio/go/c120e80e_nohash_4.wav,1
36834,c1d39ce8,1,../../Data/train/audio/no/c1d39ce8_nohash_6.wav,0
11149,28ce0c58,11,../../Data/train/audio/three/28ce0c58_nohash_3.wav,4
